n,lstate,i,p_error,sim_type,N_samples,total_meta_shots,shots,count_accept,count_logerror,count_undecided,count_detect_discard,prep_rate,prep_rate_SEM,prep_rate_SD,LER,LER_SEM,LER_SD,detect_normal,decoding_normal
3,x,3.0,0.005,m1,2051,0.0,205100000.0,183860445.0,5949.0,498370.0,0.0,0.8964429302779132,4.23376751385219e-05,0.0009782588038610024,0.0013876464844613087,3.808210064745247e-06,8.799290491507082e-05,0.0,577.7135490280137
3,x,3.0,0.005,normal,2050,0.0,205000000.0,175259813.0,12607.0,627941.0,0.0,0.8549259170731708,4.850640241963897e-05,0.0011205208050390602,0.001863395935466192,4.548891018501663e-06,0.00010508153092843557,0.0,3649.0531285299567
3,x,3.0,0.01,m1,2051,0.0,205100000.0,165714655.0,42022.0,1746584.0,0.0,0.8079700390053632,5.31165988800074e-05,0.0012273177569507609,0.00552343229517228,8.1536161805609e-06,0.00018839831865684472,0.0,826.1255614709544
3,x,3.0,0.01,normal,2051,0.0,205100000.0,151725183.0,86322.0,2127653.0,0.0,0.7397619843978547,6.164603529470067e-05,0.0014243998177239643,0.007580462056676553,1.0056894603195879e-05,0.00023237567138227245,0.0,6510.031643545984
3,x,4.0,0.0001,m1,2051,0.0,205100000.0,204243552.0,93.0,370392.0,0.0,0.995824241833252,8.786432492320645e-06,0.00020302023934994754,0.0009071961472008129,2.9720838804514417e-06,6.867328478364104e-05,0.0,339.0233940890657
3,x,4.0,0.0001,normal,2051,0.0,205100000.0,203933695.0,207.0,370348.0,0.0,0.9943134812286689,1.0280887372760092e-05,0.00023755127202898876,0.0009090256447257238,2.936667740082917e-06,6.785495569492915e-05,0.0,1862.3433458441154
3,x,4.0,0.0005,m1,2051,0.0,205100000.0,200866599.0,2128.0,1823357.0,0.0,0.9793593320331545,1.8943376227951897e-05,0.0004377076565780495,0.004549319531683571,6.5403332120730215e-06,0.0001511216315955301,0.0,699.2621213412039
3,x,4.0,0.0005,normal,2051,0.0,205100000.0,199359287.0,5250.0,1815348.0,0.0,0.9720101755241345,2.205193039319974e-05,0.0005095342382097272,0.00457929308802358,6.530436847810789e-06,0.00015089296515520081,0.0,3159.704323221128
3,x,4.0,0.001,m1,2051,0.0,205100000.0,196749845.0,8203.0,3568585.0,0.0,0.9592873963920039,2.718174140896516e-05,0.0006280641946113641,0.009110532067149955,9.105522131782416e-06,0.00021039315834001958,0.0,1144.2123329319575
3,x,4.0,0.001,normal,2051,0.0,205100000.0,193837475.0,20084.0,3541073.0,0.0,0.9450876401755242,3.1478382335942887e-05,0.000727342834737285,0.009237741602303194,9.618606658748842e-06,0.0002222485437381912,0.0,5040.245418910021
3,x,4.0,0.005,m1,2051,0.0,205100000.0,167627417.0,170759.0,15228454.0,0.0,0.8172960360799609,5.357123770616797e-05,0.0012378226897987136,0.04644220374592915,2.1947331493294625e-05,0.0005071173649550771,0.0,2614.8848180199343
3,x,4.0,0.005,normal,2051,0.0,205100000.0,156499398.0,393202.0,14662896.0,0.0,0.7630394831789371,5.852057178706776e-05,0.0013521825270370168,0.04935895858335086,2.4309297735161148e-05,0.0005616932069910052,0.0,12380.133359034979
3,x,4.0,0.01,m1,2051,0.0,205100000.0,139177739.0,538370.0,25156155.0,0.0,0.678584783032667,6.47978106189225e-05,0.0014972250720305359,0.0942423974836233,3.311134774889009e-05,0.0007650743064439736,0.0,4200.294464130985
3,x,4.0,0.01,normal,2051,0.0,205100000.0,123116290.0,1148821.0,23470886.0,0.0,0.6002744514870795,6.70585413973595e-05,0.0015494617567310919,0.10465112710738078,3.835307829294109e-05,0.0008861902873146236,0.0,21847.98640459494
3,x,5.0,0.0001,m1,2051,0.0,205100000.0,205100000.0,0.0,357.0,0.0,1.0,0.0,0.0,8.70307167235495e-07,9.003158187354077e-08,2.0802792620322124e-06,0.0,40.833148372023416
3,x,5.0,0.0001,normal,2051,0.0,205100000.0,205100000.0,2.0,759.0,0.0,1.0,0.0,0.0,1.8600682593856657e-06,1.3374876629412416e-07,3.090413153407331e-06,0.0,320.07896813498877
3,x,5.0,0.0005,m1,2051,0.0,205100000.0,205100000.0,18.0,9411.0,0.0,1.0,0.0,0.0,2.303022915650902e-05,4.545556348392269e-07,1.050301062047464e-05,0.0,38.86498894377418
3,x,5.0,0.0005,normal,2051,0.0,205100000.0,205100000.0,44.0,19631.0,0.0,1.0,0.0,0.0,4.8071672354948803e-05,6.769440308468653e-07,1.564154044194453e-05,0.0,602.1165943429986
3,x,5.0,0.001,m1,2051,0.0,205100000.0,205100000.0,161.0,36889.0,0.0,1.0,0.0,0.0,9.071428571428571e-05,9.467781043216735e-07,2.1876355109843734e-05,0.0,55.31202199609551
3,x,5.0,0.001,normal,2051,0.0,205100000.0,205100000.0,374.0,78048.0,0.0,1.0,0.0,0.0,0.000192091662603608,1.3800004041308947e-06,3.1886435432645255e-05,0.0,865.1870320757835
3,x,5.0,0.005,m1,2051,0.0,205100000.0,205100000.0,15883.0,851685.0,0.0,1.0,0.0,0.0,0.0021537079473427597,4.559215530460425e-06,0.00010534571671165295,0.0,107.3341416239672
3,x,5.0,0.005,normal,2047,0.0,204700000.0,204700000.0,47010.0,1719653.0,0.0,1.0,0.0,0.0,0.004430075720566683,6.744612326582114e-06,0.0001556896856966219,0.0,1096.9484794271298
3,x,5.0,0.01,m1,2051,0.0,205100000.0,205100000.0,116433.0,3081995.0,0.0,1.0,0.0,0.0,0.008081084836665042,8.967193691626525e-06,0.00020719692675753162,0.0,121.50410145589775
3,x,5.0,0.01,normal,2051,0.0,205100000.0,205100000.0,327951.0,5945381.0,0.0,1.0,0.0,0.0,0.016092840078010723,1.2823424179810968e-05,0.00029629939666030733,0.0,2099.94106085691
3,x,6.0,0.0001,m1,2051,0.0,205100000.0,204243092.0,96.0,391628.0,0.0,0.9958219990248659,8.90376341238529e-06,0.00020573130001028868,0.0009592000906547271,2.992315149343576e-06,6.914075062446142e-05,0.0,731.4841075020645
3,x,6.0,0.0001,normal,2051,0.0,205100000.0,203933102.0,154.0,390916.0,0.0,0.994310589956119,1.0087879604268147e-05,0.00023309161409729902,0.0009591964832973682,3.042982721794806e-06,7.03114809174808e-05,0.0,8156.737585635954
